cvss,vuln_age_days,access_vector_enc,access_complexity_enc,access_authentication_enc,impact_confidentiality_enc,impact_integrity_enc,impact_availability_enc,cwe_group_enc,kw_remote,kw_code_exec,kw_priv_esc,kw_dos
9.3,3221,3,1,2,2,2,2,3,0,0,0,0
9.3,3221,3,1,2,2,2,2,2,1,1,0,0
9.3,3221,3,1,2,2,2,2,2,1,1,0,0
9.3,3221,3,1,2,2,2,2,2,1,1,0,0
9.3,6251,3,1,2,2,2,2,2,1,0,0,0
9.3,6245,3,1,2,2,2,2,2,1,0,0,0
9.3,6245,3,1,2,2,2,2,2,1,0,0,0
9.3,6104,3,1,2,2,2,2,3,1,0,0,0
9.3,6184,3,1,2,2,2,2,2,1,0,0,0
9.3,6238,3,1,2,2,2,2,3,1,0,0,0
9.3,6232,3,1,2,2,2,2,2,1,0,0,0
9.3,6229,3,1,2,2,2,2,3,1,0,0,0
9.3,6229,3,1,2,2,2,2,3,1,0,0,0
9.3,6229,3,1,2,2,2,2,3,1,0,0,0
9.3,6229,3,1,2,2,2,2,3,1,0,0,0
9.3,6229,3,1,2,2,2,2,3,1,0,0,0
9.3,6229,3,1,2,2,2,2,3,1,0,0,0
9.3,6229,3,1,2,2,2,2,3,1,0,0,0
9.3,6229,3,1,2,2,2,2,3,1,0,0,0
9.3,6229,3,1,2,2,2,2,3,1,0,0,0
9.3,6229,3,1,2,2,2,2,3,1,0,0,0
9.3,6229,3,1,2,2,2,2,3,1,0,0,0
9.3,6229,3,1,2,2,2,2,3,1,0,0,0
9.3,6229,3,1,2,2,2,2,3,1,0,0,0
9.3,6229,3,1,2,2,2,2,3,1,0,0,0
9.3,6229,3,1,2,2,2,2,3,1,0,0,0
9.3,6229,3,1,2,2,2,2,3,1,0,0,0
9.3,6229,3,1,2,2,2,2,3,1,0,0,0
9.3,6229,3,1,2,2,2,2,3,1,0,0,0
9.3,6229,3,1,2,2,2,2,3,1,0,0,0
9.3,6229,3,1,2,2,2,2,3,1,0,0,0
9.3,6229,3,1,2,2,2,2,3,1,0,0,0
9.3,6229,3,1,2,2,2,2,3,1,0,0,0
9.3,6229,3,1,2,2,2,2,3,1,0,0,0
9.3,6229,3,1,2,2,2,2,3,1,0,0,0
9.3,6229,3,1,2,2,2,2,3,1,0,0,0
9.3,2718,3,1,2,2,2,2,3,0,0,0,0
9.3,6229,3,1,2,2,2,2,3,1,0,0,0
9.3,6229,3,1,2,2,2,2,3,1,0,0,0
9.3,6229,3,1,2,2,2,2,3,1,0,0,0
9.3,6229,3,1,2,2,2,2,3,1,0,0,0
9.3,6222,3,1,2,2,2,2,3,1,0,0,0
9.3,6222,3,1,2,2,2,2,2,1,0,0,0
9.3,6215,3,1,2,2,2,2,2,1,0,0,0
9.3,2718,3,1,2,2,2,2,3,1,0,0,0
9.3,3186,3,1,2,2,2,2,3,0,1,0,0
9.3,3186,3,1,2,2,2,2,2,0,1,0,0
9.3,2275,3,1,2,2,2,2,2,1,1,0,0
9.3,3212,3,1,2,2,2,2,2,1,0,0,1
9.3,3212,3,1,2,2,2,2,2,1,0,0,1
9.3,3212,3,1,2,2,2,2,2,1,0,0,1
9.3,3212,3,1,2,2,2,2,2,1,0,0,1
9.3,3212,3,1,2,2,2,2,2,1,0,0,1
9.3,3212,3,1,2,2,2,2,2,1,0,0,1
9.3,3212,3,1,2,2,2,2,2,1,0,0,1
9.3,3196,3,1,2,2,2,2,2,0,0,0,1
9.3,3196,3,1,2,2,2,2,2,0,0,0,1
9.3,3196,3,1,2,2,2,2,3,0,0,0,0
9.3,3196,3,1,2,2,2,2,2,0,0,0,1
9.3,3196,3,1,2,2,2,2,3,0,0,0,0
9.3,3196,3,1,2,2,2,2,2,0,0,0,1
9.3,6142,3,1,2,2,2,2,3,1,0,0,0
9.3,6120,3,1,2,2,2,2,2,1,0,0,1
9.3,6096,3,1,2,2,2,2,3,1,0,0,0
9.3,5986,3,1,2,2,2,2,2,1,0,0,1
9.3,5979,3,1,2,2,2,2,2,1,0,0,0
9.3,3186,3,1,2,2,2,2,3,0,1,0,0
9.3,3186,3,1,2,2,2,2,3,0,1,0,0
9.3,3186,3,1,2,2,2,2,2,0,1,0,0
9.3,3186,3,1,2,2,2,2,2,0,1,0,0
9.3,3186,3,1,2,2,2,2,2,0,1,0,0
9.3,3186,3,1,2,2,2,2,2,0,1,0,0
9.3,3186,3,1,2,2,2,2,3,0,1,0,0
9.3,3186,3,1,2,2,2,2,3,0,1,0,0
9.3,3186,3,1,2,2,2,2,2,0,1,0,0
9.3,3186,3,1,2,2,2,2,2,0,1,0,0
9.3,3186,3,1,2,2,2,2,3,0,1,0,0
9.3,3186,3,1,2,2,2,2,3,0,1,0,0
9.3,3186,3,1,2,2,2,2,2,0,1,0,0
9.3,3186,3,1,2,2,2,2,2,0,1,0,0
9.3,3186,3,1,2,2,2,2,2,0,1,0,0
9.3,5973,3,1,2,2,2,2,3,1,0,0,0
9.3,5970,3,1,2,2,2,2,3,1,0,0,0
9.3,5845,3,1,2,2,2,2,2,1,0,0,0
9.3,6189,3,1,2,2,2,2,3,1,0,0,1
9.3,6077,3,1,2,2,2,2,3,1,0,0,1
9.3,6194,3,1,2,2,2,2,2,1,0,0,0
9.3,6194,3,1,2,2,2,2,3,1,0,0,1
9.3,6190,3,1,2,2,2,2,2,0,0,0,0
9.3,6176,3,1,2,2,2,2,2,1,0,0,0
9.3,6146,3,1,2,2,2,2,3,0,0,0,0
9.3,6153,3,1,2,2,2,2,2,1,0,0,0
9.3,6141,3,1,2,2,2,2,3,1,0,0,0
9.3,6079,3,1,2,2,2,2,3,1,0,0,0
9.3,6104,3,1,2,2,2,2,2,1,0,0,0
9.3,6111,3,1,2,2,2,2,3,1,0,0,1
9.3,6048,3,1,2,2,2,2,2,1,0,0,1
9.3,5958,3,1,2,2,2,2,2,1,0,0,0
9.3,5965,3,1,2,2,2,2,3,1,0,0,0
9.3,5965,3,1,2,2,2,2,2,1,0,0,0
9.3,6047,3,1,2,2,2,2,3,1,0,0,0
9.3,6188,3,1,2,2,2,2,2,0,0,0,0
9.3,6181,3,1,2,2,2,2,2,1,0,0,0
9.3,6170,3,1,2,2,2,2,3,1,0,0,0
9.3,6170,3,1,2,2,2,2,2,1,0,0,0
9.3,6177,3,1,2,2,2,2,3,1,0,0,0
9.3,6177,3,1,2,2,2,2,2,1,0,0,0
9.3,6177,3,1,2,2,2,2,2,1,0,0,1
9.3,6176,3,1,2,2,2,2,2,1,0,0,0
9.3,6170,3,1,2,2,2,2,2,1,0,0,0
9.3,5439,3,1,2,2,2,2,2,0,0,0,1
9.3,3190,3,1,2,2,2,2,2,1,1,0,0
9.3,3186,3,1,2,2,2,2,3,0,1,0,0
9.3,3186,3,1,2,2,2,2,3,0,1,0,0
9.3,3186,3,1,2,2,2,2,2,0,1,0,0
9.3,3186,3,1,2,2,2,2,2,0,1,0,0
9.3,3186,3,1,2,2,2,2,2,0,1,0,0
9.3,3186,3,1,2,2,2,2,3,0,1,0,0
9.3,3186,3,1,2,2,2,2,2,0,1,0,0
9.3,3186,3,1,2,2,2,2,2,0,1,0,0
9.3,3186,3,1,2,2,2,2,2,0,1,0,0
9.3,3186,3,1,2,2,2,2,3,0,1,0,0
9.3,3186,3,1,2,2,2,2,3,0,1,0,0
9.3,3186,3,1,2,2,2,2,2,0,1,0,0
9.3,3186,3,1,2,2,2,2,2,0,1,0,0
9.3,3186,3,1,2,2,2,2,3,0,1,0,0
9.3,2696,3,1,2,2,2,2,3,1,1,0,0
9.3,2690,3,1,2,2,2,2,0,1,0,0,0
9.3,9569,3,1,2,2,2,2,3,0,0,0,0
9.3,8017,3,1,2,2,2,2,3,1,0,0,0
9.3,7295,3,1,2,2,2,2,3,0,0,0,1
9.3,7142,3,1,2,2,2,2,2,1,0,0,0
9.3,7111,3,1,2,2,2,2,3,0,0,0,0
9.3,7111,3,1,2,2,2,2,3,0,0,0,0
9.3,7113,3,1,2,2,2,2,3,0,0,0,0
9.3,4122,3,1,2,2,2,2,3,1,0,0,0
9.3,6941,3,1,2,2,2,2,3,1,0,0,0
9.3,7006,3,1,2,2,2,2,3,1,0,0,1
9.3,6897,3,1,2,2,2,2,3,1,0,0,0
9.3,6896,3,1,2,2,2,2,3,1,0,0,0
9.3,6896,3,1,2,2,2,2,3,1,0,0,0
9.3,6532,3,1,2,2,2,2,3,1,0,0,0
9.3,6504,3,1,2,2,2,2,3,1,0,0,0
9.3,6697,3,1,2,2,2,2,3,1,0,0,0
9.3,6462,3,1,2,2,2,2,2,1,0,0,0
9.3,6412,3,1,2,2,2,2,2,1,0,0,0
9.3,6021,3,1,2,2,2,2,2,1,0,0,0
9.3,6021,3,1,2,2,2,2,3,1,0,0,0
9.3,6532,3,1,2,2,2,2,3,1,0,0,0
9.3,6532,3,1,2,2,2,2,3,1,0,0,0
9.3,6476,3,1,2,2,2,2,3,1,0,0,0
9.3,6532,3,1,2,2,2,2,3,1,0,0,0
9.3,6532,3,1,2,2,2,2,3,1,0,0,0
9.3,6532,3,1,2,2,2,2,2,1,0,0,0
9.3,6504,3,1,2,2,2,2,3,1,0,0,0
9.3,6504,3,1,2,2,2,2,3,1,0,0,0
9.3,6504,3,1,2,2,2,2,3,1,0,0,0
9.3,6504,3,1,2,2,2,2,3,1,0,0,0
9.3,6504,3,1,2,2,2,2,3,1,0,0,0
9.3,6350,3,1,2,2,2,2,3,1,0,0,0
9.3,6350,3,1,2,2,2,2,3,1,0,0,0
9.3,6491,3,1,2,2,2,2,3,1,0,0,0
9.3,6412,3,1,2,2,2,2,2,1,0,0,0
9.3,6476,3,1,2,2,2,2,3,1,0,0,0
9.3,6476,3,1,2,2,2,2,3,1,0,0,0
9.3,6476,3,1,2,2,2,2,2,1,0,0,0
9.3,6476,3,1,2,2,2,2,3,1,0,0,0
9.3,6476,3,1,2,2,2,2,3,1,0,0,0
9.3,6476,3,1,2,2,2,2,3,1,0,0,0
9.3,6441,3,1,2,2,2,2,3,1,0,0,0
9.3,6441,3,1,2,2,2,2,3,1,0,0,0
9.3,6385,3,1,2,2,2,2,3,1,0,0,0
9.3,6412,3,1,2,2,2,2,2,1,0,0,0
9.3,6412,3,1,2,2,2,2,2,1,0,0,0
9.3,6350,3,1,2,2,2,2,2,1,0,0,0
9.3,6350,3,1,2,2,2,2,3,1,0,0,1
9.3,6350,3,1,2,2,2,2,3,1,0,0,1
9.3,6350,3,1,2,2,2,2,3,1,0,0,1
9.3,6350,3,1,2,2,2,2,3,1,0,0,1
9.3,6350,3,1,2,2,2,2,3,1,0,0,1
9.3,6350,3,1,2,2,2,2,3,1,0,0,0
9.3,6421,3,1,2,2,2,2,3,1,0,0,0
9.3,6321,3,1,2,2,2,2,3,1,0,0,0
9.3,6321,3,1,2,2,2,2,3,1,0,0,0
9.3,6350,3,1,2,2,2,2,3,1,0,0,0
9.3,6350,3,1,2,2,2,2,3,1,0,0,0
9.3,6350,3,1,2,2,2,2,3,1,0,0,0
9.3,6350,3,1,2,2,2,2,3,1,0,0,0
9.3,6350,3,1,2,2,2,2,3,1,0,0,0
9.3,6287,3,1,2,2,2,2,3,1,0,0,0
9.3,6345,3,1,2,2,2,2,2,1,0,0,0
9.3,6287,3,1,2,2,2,2,3,1,0,0,0
9.3,6231,3,1,2,2,2,2,2,1,0,0,0
9.3,6231,3,1,2,2,2,2,3,1,1,0,0
9.3,6231,3,1,2,2,2,2,3,1,1,0,0
9.3,6231,3,1,2,2,2,2,3,1,1,0,0
9.3,6230,3,1,2,2,2,2,3,1,0,0,0
9.3,6168,3,1,2,2,2,2,3,1,0,0,0
9.3,6168,3,1,2,2,2,2,3,1,0,0,0
9.3,6168,3,1,2,2,2,2,3,1,0,0,0
9.3,6168,3,1,2,2,2,2,3,1,0,0,0
9.3,6105,3,1,2,2,2,2,3,1,0,0,0
9.3,5867,3,1,2,2,2,2,3,1,0,0,0
9.3,6077,3,1,2,2,2,2,2,1,0,0,0
9.3,6077,3,1,2,2,2,2,3,1,0,0,0
9.3,6077,3,1,2,2,2,2,3,1,0,0,0
9.3,6077,3,1,2,2,2,2,3,1,0,0,0
9.3,6077,3,1,2,2,2,2,3,1,0,0,0
9.3,6077,3,1,2,2,2,2,3,1,0,0,0
9.3,6077,3,1,2,2,2,2,2,1,0,0,0
9.3,6077,3,1,2,2,2,2,2,1,0,0,0
9.3,6105,3,1,2,2,2,2,2,1,0,0,0
9.3,6154,3,1,2,2,2,2,3,1,0,0,0
9.3,6049,3,1,2,2,2,2,3,1,0,0,0
9.3,6117,3,1,2,2,2,2,3,1,0,0,0
9.3,6049,3,1,2,2,2,2,3,1,0,0,0
9.3,6049,3,1,2,2,2,2,3,1,0,0,0
9.3,6049,3,1,2,2,2,2,3,1,0,0,0
9.3,6049,3,1,2,2,2,2,3,1,0,0,0
9.3,6049,3,1,2,2,2,2,3,1,0,0,0
9.3,5986,3,1,2,2,2,2,3,1,0,0,0
9.3,6049,3,1,2,2,2,2,2,1,0,0,0
9.3,6049,3,1,2,2,2,2,2,1,0,0,0
9.3,6014,3,1,2,2,2,2,3,1,0,0,0
9.3,6000,3,1,2,2,2,2,3,1,0,0,0
9.3,6077,3,1,2,2,2,2,3,1,0,0,0
9.3,6077,3,1,2,2,2,2,2,1,0,0,0
9.3,6077,3,1,2,2,2,2,2,1,0,0,0
9.3,6077,3,1,2,2,2,2,2,1,0,0,0
9.3,6049,3,1,2,2,2,2,3,1,0,0,0
9.3,6014,3,1,2,2,2,2,3,1,0,0,0
9.3,6077,3,1,2,2,2,2,2,1,0,0,0
9.3,6049,3,1,2,2,2,2,2,1,0,0,0
9.3,5986,3,1,2,2,2,2,2,1,0,0,0
9.3,6000,3,1,2,2,2,2,3,1,0,0,0
9.3,5986,3,1,2,2,2,2,2,1,0,0,0
9.3,5923,3,1,2,2,2,2,3,1,0,0,0
9.3,5923,3,1,2,2,2,2,2,1,0,0,0
9.3,5923,3,1,2,2,2,2,2,1,0,0,0
9.3,5923,3,1,2,2,2,2,3,1,0,0,0
9.3,5923,3,1,2,2,2,2,3,1,0,0,0
9.3,5895,3,1,2,2,2,2,3,1,0,0,0
9.3,5895,3,1,2,2,2,2,3,1,0,0,0
9.3,5923,3,1,2,2,2,2,3,1,0,0,0
9.3,5923,3,1,2,2,2,2,3,1,0,0,0
9.3,6007,3,1,2,2,2,2,2,1,0,0,0
9.3,5923,3,1,2,2,2,2,3,1,0,0,0
9.3,5895,3,1,2,2,2,2,3,1,0,0,0
9.3,5895,3,1,2,2,2,2,3,1,0,0,0
9.3,5895,3,1,2,2,2,2,3,1,0,0,0
9.3,3152,3,1,2,2,2,2,3,0,0,0,0
9.3,3152,3,1,2,2,2,2,3,0,0,0,0
9.3,3152,3,1,2,2,2,2,3,0,0,0,0
9.3,3152,3,1,2,2,2,2,0,0,0,0,0
9.3,2275,3,1,2,2,2,2,2,1,1,0,0
9.3,2275,3,1,2,2,2,2,3,1,1,0,0
9.3,2275,3,1,2,2,2,2,2,1,1,0,0
9.3,3152,3,1,2,2,2,2,3,0,0,0,0
9.3,3152,3,1,2,2,2,2,3,0,0,0,0
9.3,3186,3,1,2,2,2,2,2,1,0,0,1
9.3,3186,3,1,2,2,2,2,3,1,0,0,0
9.3,3190,3,1,2,2,2,2,2,1,1,0,0
9.3,3190,3,1,2,2,2,2,2,1,1,0,0
9.3,3190,3,1,2,2,2,2,2,1,1,0,0
9.3,3190,3,1,2,2,2,2,2,1,1,0,0
9.3,2275,3,1,2,2,2,2,3,1,1,0,0
9.3,5895,3,1,2,2,2,2,2,1,0,0,0
9.3,5895,3,1,2,2,2,2,3,1,0,0,0
9.3,5895,3,1,2,2,2,2,3,1,0,0,0
9.3,5895,3,1,2,2,2,2,3,1,0,0,0
9.3,5895,3,1,2,2,2,2,3,1,0,0,0
9.3,5895,3,1,2,2,2,2,2,1,0,0,0
9.3,5803,3,1,2,2,2,2,3,1,0,0,0
9.3,5622,3,1,2,2,2,2,3,1,0,0,1
9.3,5804,3,1,2,2,2,2,2,1,0,0,0
9.3,5804,3,1,2,2,2,2,2,1,0,0,0
9.3,5804,3,1,2,2,2,2,3,1,0,0,0
9.3,5804,3,1,2,2,2,2,3,1,0,0,0
9.3,5804,3,1,2,2,2,2,2,1,0,0,0
9.3,5804,3,1,2,2,2,2,2,1,0,0,0
9.3,2933,3,1,2,2,2,2,3,1,0,0,0
9.3,2933,3,1,2,2,2,2,3,1,0,0,0
9.3,2933,3,1,2,2,2,2,3,1,0,0,0
9.3,5804,3,1,2,2,2,2,2,1,0,0,0
9.3,5775,3,1,2,2,2,2,3,1,0,0,0
9.3,5775,3,1,2,2,2,2,3,1,0,0,0
9.3,5775,3,1,2,2,2,2,3,1,0,0,0
9.3,5775,3,1,2,2,2,2,2,1,0,0,0
9.3,5775,3,1,2,2,2,2,3,1,0,0,0
9.3,5775,3,1,2,2,2,2,3,1,1,0,0
9.3,5775,3,1,2,2,2,2,3,1,0,0,0
9.3,5649,3,1,2,2,2,2,3,1,0,0,0
9.3,5741,3,1,2,2,2,2,2,1,0,0,0
9.3,5755,3,1,2,2,2,2,3,1,0,0,0
9.3,5649,3,1,2,2,2,2,3,1,0,0,0
9.3,5713,3,1,2,2,2,2,3,1,0,0,0
9.3,5686,3,1,2,2,2,2,3,1,0,0,0
9.3,5686,3,1,2,2,2,2,3,1,0,0,0
9.3,5686,3,1,2,2,2,2,3,1,0,0,0
9.3,5686,3,1,2,2,2,2,3,1,0,0,0
9.3,5686,3,1,2,2,2,2,3,1,0,0,0
9.3,5686,3,1,2,2,2,2,3,1,0,0,0
9.3,5686,3,1,2,2,2,2,3,1,0,0,0
9.3,5686,3,1,2,2,2,2,3,1,0,0,0
9.3,5686,3,1,2,2,2,2,3,1,0,0,0
9.3,5686,3,1,2,2,2,2,3,1,0,0,0
9.3,5686,3,1,2,2,2,2,3,1,0,0,0
9.3,5686,3,1,2,2,2,2,3,1,0,0,0
9.3,5686,3,1,2,2,2,2,3,1,0,0,0
9.3,5686,3,1,2,2,2,2,3,1,0,0,0
9.3,5685,3,1,2,2,2,2,3,1,0,0,0
9.3,5685,3,1,2,2,2,2,3,1,0,0,0
9.3,5649,3,1,2,2,2,2,3,1,0,0,1
9.3,5622,3,1,2,2,2,2,3,1,0,0,0
9.3,5622,3,1,2,2,2,2,3,1,0,0,1
9.3,5622,3,1,2,2,2,2,3,1,0,0,1
9.3,5622,3,1,2,2,2,2,2,1,0,0,0
9.3,5622,3,1,2,2,2,2,3,1,0,0,1
9.3,5622,3,1,2,2,2,2,3,1,0,0,1
9.3,5622,3,1,2,2,2,2,3,1,0,0,1
9.3,5622,3,1,2,2,2,2,3,1,0,0,1
9.3,5495,3,1,2,2,2,2,3,1,0,0,1
9.3,5495,3,1,2,2,2,2,2,1,0,0,0
9.3,5495,3,1,2,2,2,2,3,1,0,0,0
9.3,5531,3,1,2,2,2,2,2,1,0,0,0
9.3,5531,3,1,2,2,2,2,3,1,0,0,0
9.3,5587,3,1,2,2,2,2,2,1,0,0,0
9.3,5559,3,1,2,2,2,2,3,1,0,0,0
9.3,5559,3,1,2,2,2,2,3,1,0,0,0
9.3,5559,3,1,2,2,2,2,3,1,0,0,0
9.3,5559,3,1,2,2,2,2,2,1,0,0,0
9.3,5559,3,1,2,2,2,2,3,1,0,0,0
9.3,5559,3,1,2,2,2,2,3,1,0,0,0
9.3,5559,3,1,2,2,2,2,3,1,0,0,0
9.3,5559,3,1,2,2,2,2,3,1,0,0,0
9.3,5559,3,1,2,2,2,2,3,1,0,0,0
9.3,5559,3,1,2,2,2,2,3,1,0,0,0
9.3,5559,3,1,2,2,2,2,3,1,0,0,0
9.3,5559,3,1,2,2,2,2,3,1,0,0,0
9.3,5559,3,1,2,2,2,2,3,1,0,0,0
9.3,5559,3,1,2,2,2,2,3,1,0,0,0
9.3,5559,3,1,2,2,2,2,3,1,0,0,0
9.3,5559,3,1,2,2,2,2,3,1,0,0,0
9.3,5559,3,1,2,2,2,2,3,1,0,0,0
9.3,5559,3,1,2,2,2,2,3,1,0,0,0
9.3,5559,3,1,2,2,2,2,3,1,0,0,0
9.3,5559,3,1,2,2,2,2,3,1,0,0,0
9.3,5559,3,1,2,2,2,2,3,1,0,0,0
9.3,5559,3,1,2,2,2,2,3,1,0,0,0
9.3,5559,3,1,2,2,2,2,3,1,0,0,0
9.3,5559,3,1,2,2,2,2,3,1,0,0,0
9.3,5531,3,1,2,2,2,2,2,1,0,0,0
9.3,5531,3,1,2,2,2,2,2,1,0,0,0
9.3,5531,3,1,2,2,2,2,2,1,0,0,0
9.3,5531,3,1,2,2,2,2,2,1,0,0,0
9.3,5495,3,1,2,2,2,2,2,1,0,0,0
9.3,5495,3,1,2,2,2,2,3,1,0,0,0
9.3,5495,3,1,2,2,2,2,2,1,0,0,0
9.3,5495,3,1,2,2,2,2,2,1,0,0,0
9.3,5495,3,1,2,2,2,2,2,1,0,0,1
9.3,5495,3,1,2,2,2,2,2,1,0,0,0
9.3,5495,3,1,2,2,2,2,2,1,0,0,1
9.3,5495,3,1,2,2,2,2,2,1,0,0,1
9.3,5495,3,1,2,2,2,2,3,1,0,0,0
9.3,5488,3,1,2,2,2,2,3,1,0,0,1
9.3,5488,3,1,2,2,2,2,3,1,0,0,0
9.3,5439,3,1,2,2,2,2,3,1,0,0,0
9.3,5439,3,1,2,2,2,2,3,1,0,0,0
9.3,5377,3,1,2,2,2,2,3,1,0,0,0
9.3,5377,3,1,2,2,2,2,3,1,0,0,0
9.3,5377,3,1,2,2,2,2,2,1,0,0,1
9.3,5377,3,1,2,2,2,2,2,1,0,0,1
9.3,5377,3,1,2,2,2,2,2,1,0,0,1
9.3,5377,3,1,2,2,2,2,2,1,0,0,0
9.3,5377,3,1,2,2,2,2,3,1,0,0,1
9.3,5377,3,1,2,2,2,2,3,1,0,0,1
9.3,5439,3,1,2,2,2,2,3,1,0,0,1
9.3,5439,3,1,2,2,2,2,3,1,0,0,0
9.3,5439,3,1,2,2,2,2,2,1,0,0,0
9.3,5439,3,1,2,2,2,2,3,1,0,0,0
9.3,5439,3,1,2,2,2,2,3,1,0,0,0
9.3,5377,3,1,2,2,2,2,2,1,0,0,0
9.3,5347,3,1,2,2,2,2,3,1,0,0,0
9.3,5347,3,1,2,2,2,2,2,1,0,0,0
9.3,5312,3,1,2,2,2,2,3,1,0,0,0
9.3,5312,3,1,2,2,2,2,2,1,0,0,1
9.3,5312,3,1,2,2,2,2,2,1,0,0,1
9.3,5312,3,1,2,2,2,2,2,1,0,0,1
9.3,5312,3,1,2,2,2,2,2,1,0,0,1
9.3,5312,3,1,2,2,2,2,2,1,0,0,1
9.3,5312,3,1,2,2,2,2,2,1,0,0,1
9.3,5312,3,1,2,2,2,2,2,1,0,0,1
9.3,5132,3,1,2,2,2,2,3,1,0,0,0
9.3,5195,3,1,2,2,2,2,3,1,1,0,0
9.3,5257,3,1,2,2,2,2,3,1,0,0,0
9.3,5257,3,1,2,2,2,2,3,1,0,0,0
9.3,5222,3,1,2,2,2,2,3,1,0,0,0
9.3,5132,3,1,2,2,2,2,3,1,0,0,0
9.3,5222,3,1,2,2,2,2,3,1,0,0,0
9.3,5222,3,1,2,2,2,2,2,1,0,0,0
9.3,5222,3,1,2,2,2,2,2,1,0,0,0
9.3,5222,3,1,2,2,2,2,3,1,0,0,0
9.3,5222,3,1,2,2,2,2,2,1,0,0,0
9.3,5132,3,1,2,2,2,2,3,1,0,0,0
9.3,5132,3,1,2,2,2,2,3,1,0,0,0
9.3,5132,3,1,2,2,2,2,3,1,0,0,0
9.3,5132,3,1,2,2,2,2,3,1,0,0,0
9.3,5132,3,1,2,2,2,2,3,1,0,0,1
9.3,5116,3,1,2,2,2,2,3,1,0,0,1
9.3,4985,3,1,2,2,2,2,3,1,0,0,0
9.3,5069,3,1,2,2,2,2,3,1,0,0,0
9.3,5069,3,1,2,2,2,2,3,1,0,0,0
9.3,5069,3,1,2,2,2,2,3,1,0,0,0
9.3,5069,3,1,2,2,2,2,3,1,0,0,0
9.3,5069,3,1,2,2,2,2,3,1,0,0,0
9.3,4985,3,1,2,2,2,2,2,1,0,0,0
9.3,4985,3,1,2,2,2,2,3,1,0,0,0
9.3,4985,3,1,2,2,2,2,3,1,0,0,0
9.3,5069,3,1,2,2,2,2,2,1,0,0,0
9.3,5069,3,1,2,2,2,2,3,1,1,0,0
9.3,5013,3,1,2,2,2,2,3,1,0,0,0
9.3,4985,3,1,2,2,2,2,3,1,0,0,0
9.3,4985,3,1,2,2,2,2,3,1,0,0,0
9.3,4985,3,1,2,2,2,2,3,1,0,0,0
9.3,4985,3,1,2,2,2,2,2,1,0,0,0
9.3,5013,3,1,2,2,2,2,3,1,0,0,0
9.3,4985,3,1,2,2,2,2,3,1,0,0,0
9.3,4985,3,1,2,2,2,2,3,1,0,0,0
9.3,5013,3,1,2,2,2,2,3,1,1,0,0
9.3,5013,3,1,2,2,2,2,3,1,1,0,0
9.3,5013,3,1,2,2,2,2,3,1,1,0,0
9.3,5013,3,1,2,2,2,2,3,1,1,0,0
9.3,4985,3,1,2,2,2,2,3,1,0,0,0
9.3,5013,3,1,2,2,2,2,2,1,0,0,0
9.3,4831,3,1,2,2,2,2,3,1,0,0,0
9.3,4985,3,1,2,2,2,2,3,1,0,0,0
9.3,4985,3,1,2,2,2,2,3,1,0,0,0
9.3,4887,3,1,2,2,2,2,2,1,0,0,0
9.3,4849,3,1,2,2,2,2,3,1,0,0,0
9.3,4768,3,1,2,2,2,2,2,1,0,0,0
9.3,4796,3,1,2,2,2,2,3,1,0,0,0
9.3,4796,3,1,2,2,2,2,3,1,0,0,0
9.3,4985,3,1,2,2,2,2,3,1,1,0,0
9.3,4796,3,1,2,2,2,2,2,1,0,0,0
9.3,4796,3,1,2,2,2,2,2,1,0,0,1
9.3,4796,3,1,2,2,2,2,3,1,0,0,0
9.3,4887,3,1,2,2,2,2,2,1,0,0,0
9.3,4887,3,1,2,2,2,2,3,1,1,0,0
9.3,4887,3,1,2,2,2,2,3,1,1,0,0
9.3,4887,3,1,2,2,2,2,3,1,1,0,0
9.3,4887,3,1,2,2,2,2,2,1,0,0,1
9.3,4887,3,1,2,2,2,2,3,1,0,0,0
9.3,4831,3,1,2,2,2,2,3,1,0,0,0
9.3,4768,3,1,2,2,2,2,3,1,1,0,1
9.3,4796,3,1,2,2,2,2,2,1,0,0,0
9.3,4849,3,1,2,2,2,2,3,1,0,0,0
9.3,4849,3,1,2,2,2,2,3,1,0,0,0
9.3,4831,3,1,2,2,2,2,2,1,0,0,1
9.3,4849,3,1,2,2,2,2,3,1,0,0,0
9.3,4796,3,1,2,2,2,2,3,1,0,0,0
9.3,4768,3,1,2,2,2,2,3,1,0,0,0
9.3,4768,3,1,2,2,2,2,3,1,0,0,0
9.3,4768,3,1,2,2,2,2,3,1,0,0,0
9.3,4705,3,1,2,2,2,2,3,1,0,0,0
9.3,4705,3,1,2,2,2,2,3,1,0,0,0
9.3,4705,3,1,2,2,2,2,3,1,0,0,0
9.3,4705,3,1,2,2,2,2,3,1,0,0,0
9.3,4705,3,1,2,2,2,2,3,1,0,0,0
9.3,4705,3,1,2,2,2,2,3,1,0,0,0
9.3,4705,3,1,2,2,2,2,3,1,0,0,0
9.3,4705,3,1,2,2,2,2,3,1,0,0,0
9.3,4705,3,1,2,2,2,2,3,1,0,0,0
9.3,4432,3,1,2,2,2,2,2,1,0,0,0
9.3,4614,3,1,2,2,2,2,3,1,0,0,0
9.3,4649,3,1,2,2,2,2,3,1,1,0,0
9.3,4614,3,1,2,2,2,2,2,1,0,0,0
9.3,4649,3,1,2,2,2,2,3,1,0,0,0
9.3,7404,3,1,2,2,2,2,2,1,0,0,0
9.3,7371,3,1,2,2,2,2,2,1,0,0,0
