cvss,vuln_age_days,access_vector_enc,access_complexity_enc,access_authentication_enc,impact_confidentiality_enc,impact_integrity_enc,impact_availability_enc,cwe_group_enc,kw_remote,kw_code_exec,kw_priv_esc,kw_dos,true_label,ai_risk_score
7.2,2887,3,1,2,2,2,2,3,1,0,0,0,1,0.9999999999297227
4.4,2887,3,1,2,2,2,2,3,1,0,0,0,1,0.9999999999297227
10.0,6566,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999296316
4.3,6565,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999296263
4.3,6532,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999294491
6.8,6530,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999294384
6.8,6509,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999293256
1.9,3745,3,1,2,2,2,2,3,1,0,0,1,1,0.9999999999293145
5.0,6478,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999291587
2.3,6475,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999291425
5.8,6474,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999291369
4.3,6462,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999290723
7.5,6434,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999289209
10.0,6432,3,1,2,2,2,2,2,1,0,0,0,1,0.99999999992891
4.3,6432,3,1,2,2,2,2,2,1,0,0,0,1,0.99999999992891
4.3,6432,3,1,2,2,2,2,2,1,0,0,0,1,0.99999999992891
6.8,6425,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999288722
7.5,6420,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999288451
7.5,2710,3,1,2,2,2,2,3,1,0,0,0,1,0.9999999999287692
5.0,6394,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999287041
6.8,6376,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999286062
4.0,6366,3,1,2,2,2,2,2,1,0,0,0,1,0.999999999928552
6.8,6366,3,1,2,2,2,2,2,1,0,0,0,1,0.999999999928552
5.0,6365,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999285465
7.5,6362,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999285303
6.0,6355,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999284921
2.1,6350,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999284648
6.9,6345,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999284377
4.3,6328,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999283449
4.3,6321,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999283067
4.0,6321,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999283067
4.3,6313,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999282632
5.0,6303,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999282085
10.0,6280,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999280826
4.0,6271,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999280333
6.8,6267,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999280114
5.0,6245,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999278908
6.8,6236,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999278413
5.0,6231,3,1,2,2,2,2,2,1,0,0,0,1,0.999999999927814
2.6,6231,3,1,2,2,2,2,2,1,0,0,0,1,0.999999999927814
5.8,6231,3,1,2,2,2,2,2,1,0,0,0,1,0.999999999927814
4.3,6222,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999277644
4.3,6202,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999276543
4.3,7136,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999276541
4.3,6190,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999275881
4.3,6181,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999275386
4.3,6176,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999275111
9.3,6169,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999274725
4.3,6168,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999274669
6.5,6131,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999272622
5.0,2429,3,1,2,2,2,2,3,1,0,0,0,1,0.9999999999272291
4.3,6103,3,1,2,2,2,2,2,1,0,0,0,1,0.999999999927107
7.5,6103,3,1,2,2,2,2,2,1,0,0,0,1,0.999999999927107
5.0,6091,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999270404
6.5,6085,3,1,2,2,2,2,2,1,0,0,0,1,0.999999999927007
9.3,6077,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999269626
9.3,6072,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999269349
7.5,6048,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999268012
4.3,6048,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999268012
9.3,2323,3,1,2,2,2,2,3,1,0,0,0,1,0.9999999999266393
4.3,6009,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999265836
5.0,6002,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999265443
4.3,5986,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999264548
5.0,6876,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999262079
7.5,5937,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999261799
9.3,5925,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999261124
4.3,5923,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999261013
7.5,5902,3,1,2,2,2,2,2,1,0,0,0,1,0.999999999925983
9.3,5895,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999259437
5.0,5867,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999257856
4.3,5867,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999257856
5.1,5863,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999257629
7.1,6789,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999257176
2.1,5827,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999255593
4.4,5820,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999255196
4.3,5804,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999254288
7.5,5791,3,1,2,2,2,2,2,1,0,0,0,1,0.999999999925355
7.5,6719,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999253206
6.0,5783,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999253095
4.3,5757,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999251614
4.3,5757,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999251614
10.0,6680,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999250986
5.0,5741,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999250702
10.0,5734,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999250304
7.5,5733,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999250246
7.5,5721,3,1,2,2,2,2,2,1,0,0,0,1,0.999999999924956
9.3,5719,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999249447
6.8,5712,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999249047
5.0,5704,3,1,2,2,2,2,2,1,0,0,0,1,0.999999999924859
2.6,5628,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999244229
7.2,5628,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999244229
7.5,5622,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999243885
9.0,5622,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999243885
4.0,5616,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999243538
10.0,5616,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999243538
7.5,6497,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999240479
4.3,5544,3,1,2,2,2,2,2,1,0,0,0,1,0.999999999923938
5.0,5543,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999239322
4.3,5531,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999238627
4.3,6463,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999238509
4.3,5519,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999237932
4.3,5497,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999236655
10.0,5497,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999236655
9.3,5497,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999236655
3.5,5497,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999236655
4.3,5495,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999236537
4.3,5495,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999236537
9.3,5467,3,1,2,2,2,2,2,1,0,0,0,1,0.999999999923491
4.3,5460,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999234501
7.5,5455,3,1,2,2,2,2,2,1,0,0,0,1,0.999999999923421
7.5,5431,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999232809
5.8,5393,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999230587
5.0,6321,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999230234
3.3,5386,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999230176
6.8,6314,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999229823
6.8,5377,3,1,2,2,2,2,2,1,0,0,0,1,0.999999999922965
4.3,5328,3,1,2,2,2,2,2,1,0,0,0,1,0.999999999922677
6.8,5328,3,1,2,2,2,2,2,1,0,0,0,1,0.999999999922677
6.8,6261,3,1,2,2,2,2,2,1,0,0,1,1,0.999999999922671
5.0,5320,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999226299
6.8,5320,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999226299
6.8,5320,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999226299
5.1,5320,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999226299
5.0,6202,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999223228
5.0,5257,3,1,2,2,2,2,2,1,0,0,0,1,0.999999999922258
7.5,6189,3,1,2,2,2,2,2,1,0,0,1,1,0.999999999922246
7.2,5222,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999220506
6.9,6112,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999217888
9.3,6099,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999217113
10.0,6097,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999216993
6.8,5155,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999216518
10.0,6075,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999215681
5.0,6064,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999215023
4.3,6064,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999215023
9.0,5124,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999214668
6.8,6057,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999214606
10.0,5121,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999214488
4.3,6020,3,1,2,2,2,2,2,1,0,0,1,1,0.999999999921239
7.5,5080,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999212033
10.0,5995,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999210891
5.0,5992,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999210709
6.8,5992,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999210709
7.5,5973,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999209568
2.1,5973,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999209568
4.3,5956,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999208544
9.0,5956,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999208544
6.8,5019,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999208364
5.0,5951,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999208242
1.9,5006,3,1,2,2,2,2,2,1,0,0,0,1,0.999999999920758
7.1,5911,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999205829
7.5,4934,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999203226
9.3,4927,3,1,2,2,2,2,2,1,0,0,0,1,0.99999999992028
6.0,5858,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999202618
9.0,5858,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999202618
6.8,4887,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999200371
7.5,5820,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999200306
3.5,5820,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999200306
6.8,4856,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999198481
7.5,5755,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999196341
5.0,4816,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999196036
10.0,4796,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999194811
5.0,4768,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999193092
5.5,5683,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999191922
4.3,4705,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999189213
5.0,5634,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999188902
7.7,5634,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999188902
4.0,5634,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999188902
5.8,5606,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999187172
4.3,4661,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999186493
5.1,5592,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999186306
4.3,5572,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999185065
5.0,4629,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999184508
4.3,5551,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999183762
7.4,4606,3,1,2,2,2,2,2,1,0,0,0,1,0.999999999918308
4.0,5533,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999182643
6.8,4586,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999181834
4.3,4578,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999181337
5.0,5502,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999180711
9.3,5495,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999180273
4.3,5495,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999180273
7.5,4550,3,1,2,2,2,2,2,1,0,0,0,1,0.999999999917959
2.1,5473,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999178901
4.3,5473,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999178901
6.8,4537,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999178777
7.5,5451,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999177525
4.3,5439,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999176772
9.3,5439,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999176772
4.0,5419,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999175517
5.0,5377,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999172877
5.8,4422,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999171556
4.3,5344,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999170797
4.0,5312,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999168774
5.0,5277,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999166558
9.3,5277,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999166558
5.0,5277,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999166558
2.1,5264,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999165732
5.4,5264,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999165732
9.3,5252,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999164968
4.0,4307,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999164271
7.1,4293,3,1,2,2,2,2,2,1,0,0,0,1,0.999999999916338
4.3,4292,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999163316
9.3,4285,3,1,2,2,2,2,2,1,0,0,0,1,0.999999999916287
4.3,5208,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999162168
10.0,5202,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999161784
9.3,5179,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999160316
4.3,4231,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999159421
6.8,5165,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999159419
5.0,4202,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999157565
5.0,4180,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999156153
4.9,5088,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999154479
4.3,5046,3,1,2,2,2,2,2,1,0,0,1,1,0.999999999915177
10.0,5046,3,1,2,2,2,2,2,1,0,0,1,1,0.999999999915177
5.0,5046,3,1,2,2,2,2,2,1,0,0,1,1,0.999999999915177
9.3,5046,3,1,2,2,2,2,2,1,0,0,1,1,0.999999999915177
4.3,5046,3,1,2,2,2,2,2,1,0,0,1,1,0.999999999915177
3.5,5046,3,1,2,2,2,2,2,1,0,0,1,1,0.999999999915177
4.9,5046,3,1,2,2,2,2,2,1,0,0,1,1,0.999999999915177
9.3,5046,3,1,2,2,2,2,2,1,0,0,1,1,0.999999999915177
6.5,5046,3,1,2,2,2,2,2,1,0,0,1,1,0.999999999915177
6.5,5046,3,1,2,2,2,2,2,1,0,0,1,1,0.999999999915177
7.5,4999,3,1,2,2,2,2,2,1,0,0,1,1,0.999999999914873
8.5,4999,3,1,2,2,2,2,2,1,0,0,1,1,0.999999999914873
4.3,4999,3,1,2,2,2,2,2,1,0,0,1,1,0.999999999914873
6.0,4999,3,1,2,2,2,2,2,1,0,0,1,1,0.999999999914873
7.2,4957,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999146003
5.0,4018,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999145681
4.3,4907,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999142748
9.3,4907,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999142748
4.3,4907,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999142748
10.0,4907,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999142748
5.8,4907,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999142748
6.4,4907,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999142748
5.0,4907,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999142748
1.9,4907,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999142748
4.3,4907,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999142748
9.0,4907,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999142748
4.9,4858,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999139544
5.8,4801,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999135802
6.4,3818,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999132574
6.8,4747,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999132241
2.1,4710,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999129794
4.0,3767,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999129199
6.8,3761,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999128801
4.3,3761,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999128801
5.8,3704,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999125013
5.0,3704,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999125013
9.3,3676,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999123146
5.0,3676,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999123146
5.0,4605,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999122811
6.5,4605,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999122811
4.3,4605,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999122811
9.3,4605,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999122811
7.5,4586,3,1,2,2,2,2,2,1,0,0,1,1,0.999999999912154
6.8,4586,3,1,2,2,2,2,2,1,0,0,1,1,0.999999999912154
4.0,4586,3,1,2,2,2,2,2,1,0,0,1,1,0.999999999912154
10.0,4586,3,1,2,2,2,2,2,1,0,0,1,1,0.999999999912154
5.4,3641,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999120806
4.3,4565,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999120135
4.3,4558,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999119666
4.0,3613,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999118929
2.1,3613,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999118929
6.5,3613,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999118929
6.8,4523,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999117317
5.0,4500,3,1,2,2,2,2,2,1,0,0,1,1,0.999999999911577
4.3,4495,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999115434
4.0,4495,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999115434
2.1,4495,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999115434
4.3,4495,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999115434
7.5,4495,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999115434
6.8,4495,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999115434
4.3,4487,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999114895
3.5,3550,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999114695
5.4,3550,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999114695
7.6,4472,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999113882
10.0,4467,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999113545
6.8,4404,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999109284
5.0,4404,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999109284
6.8,4404,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999109284
4.3,3431,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999106637
4.4,3431,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999106637
4.9,4341,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999105003
5.0,4341,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999105003
9.0,4341,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999105003
9.0,4341,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999105003
5.0,4341,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999105003
5.0,3396,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999104254
6.8,3396,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999104254
4.9,4326,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999103979
9.3,4326,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999103979
4.3,4314,3,1,2,2,2,2,2,1,0,0,1,1,0.999999999910316
5.0,4313,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999103093
4.4,4313,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999103093
4.3,4313,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999103093
4.0,4306,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999102613
4.3,3339,3,1,2,2,2,2,2,1,0,0,0,1,0.999999999910036
6.4,3339,3,1,2,2,2,2,2,1,0,0,0,1,0.999999999910036
10.0,3339,3,1,2,2,2,2,2,1,0,0,0,1,0.999999999910036
4.3,4256,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999099192
5.5,4222,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999096858
7.5,4222,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999096858
4.3,4222,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999096858
4.3,4222,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999096858
4.3,4222,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999096858
7.5,4222,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999096858
9.3,4222,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999096858
7.5,4222,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999096858
4.6,4222,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999096858
10.0,4222,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999096858
4.3,4222,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999096858
5.5,4194,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999094931
4.3,4194,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999094931
4.7,4194,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999094931
7.8,4194,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999094931
7.1,4194,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999094931
5.4,3256,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999094655
7.1,4159,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999092515
7.1,4159,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999092515
7.5,4159,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999092515
7.5,4159,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999092515
7.2,4159,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999092515
7.5,4159,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999092515
5.0,4159,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999092515
10.0,4159,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999092515
4.3,4159,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999092515
7.2,4131,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999090579
5.0,4131,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999090579
7.6,4131,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999090579
5.4,4131,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999090579
7.2,4131,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999090579
4.3,4131,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999090579
6.8,3115,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999084885
6.8,3082,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999082585
5.8,6697,3,1,2,2,2,2,1,1,0,0,0,1,0.999999999907691
5.0,3886,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999073457
7.5,3886,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999073457
4.9,4661,3,1,1,2,2,1,3,1,0,0,0,1,0.9999999999072036
10.0,3823,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999069002
9.3,3823,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999069002
4.3,3823,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999069002
4.0,3823,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999069002
7.5,3823,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999069002
3.5,2883,3,1,2,2,2,2,2,1,0,0,0,1,0.9999999999068581
6.8,3793,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999066873
5.8,3242,3,2,2,2,2,2,3,0,1,0,0,1,0.9999999999062825
7.5,3242,3,2,2,2,2,2,3,0,1,0,0,1,0.9999999999062825
5.4,3704,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999060531
7.5,3704,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999060531
7.9,3704,3,1,2,2,2,2,2,1,0,0,1,1,0.9999999999060531
